,Bios,Movies,TV,Religion,Music,Sports,Books,Politics,Cluster #
166,Travel scholar. Avid pop culture enthusiast. Falls down a lot. Unapologetic student. Communicator.,9.0,0.0,2.0,0.0,3.0,2.0,6.999999999999999,8.0
167,Pop culture evangelist. Organizer. Tv specialist. Professional webaholic. Coffee ninja.,0.0,4.0,8.0,9.0,9.0,0.0,8.0,2.0
168,Coffee ninja. Unable to type with boxing gloves on. Beer enthusiast. Evil problem solver. Professional bacon lover. Freelance travel fanatic.,2.0,4.0,8.0,5.000000000000001,3.0,1.0,1.0,7.0
169,Passionate twitter fanatic. Extreme alcohol evangelist. Freelance explorer. Total tv geek.,4.0,6.0,4.0,9.0,8.0,9.0,6.0,10.0
170,Wannabe bacon expert. Social media advocate. Subtly charming food scholar.,9.0,1.0,6.999999999999999,1.0,3.0,4.0,6.999999999999999,6.0
171,Hipster-friendly alcoholaholic. Bacon lover. Internet evangelist. Beer enthusiast. Explorer. Troublemaker.,8.0,4.0,2.0,3.0,6.0,5.000000000000001,0.0,0.0
172,Unapologetic explorer. Devoted music junkie. Beer fanatic. Wannabe internet lover. Friend of animals everywhere.,9.0,0.0,8.0,6.999999999999999,0.0,5.000000000000001,3.0,5.0
173,Typical reader. Tv advocate. Unapologetic twitter expert. Pop cultureaholic. Extreme beer practitioner.,6.999999999999999,8.0,0.0,8.0,5.000000000000001,2.0,9.0,0.0
174,Pop culture nerd. Bacon enthusiast. Incurable twitter fanatic. Music buff. Writer.,8.0,6.999999999999999,3.0,2.0,9.0,1.0,0.0,2.0
175,Creator. Evil thinker. Food enthusiast. Tv geek. Incurable web guru. Pop culture buff.,8.0,2.0,4.0,5.000000000000001,9.0,0.0,8.0,2.0
176,Analyst. Wannabe zombie fanatic. Reader. Music aficionado. Proud tv specialist.,4.0,1.0,6.999999999999999,6.999999999999999,5.000000000000001,6.0,4.0,5.0
177,Extreme web ninja. Passionate beer junkie. Proud zombie trailblazer. Wannabe troublemaker. Organizer. Foodaholic.,0.0,8.0,9.0,6.0,3.0,4.0,2.0,11.0
178,Unapologetic food maven. Evil bacon nerd. Devoted zombieaholic. Infuriatingly humble tv fan.,3.0,2.0,3.0,2.0,3.0,3.0,5.000000000000001,4.0
179,Reader. Communicator. Friendly web expert. Total twitter practitioner. Certified explorer. Thinker. Devoted writer.,6.999999999999999,0.0,8.0,6.999999999999999,0.0,1.0,2.0,0.0
180,Freelance writer. Evil alcohol fan. Certified introvert. Typical creator. Proud gamer. Thinker. Problem solver.,1.0,0.0,9.0,3.0,3.0,4.0,6.0,5.0
181,Travel scholar. Avid pop culture enthusiast. Falls down a lot. Unapologetic student. Communicator.,5.000000000000001,6.0,3.0,8.0,2.0,5.000000000000001,9.0,8.0
182,Pop culture evangelist. Organizer. Tv specialist. Professional webaholic. Coffee ninja.,6.999999999999999,4.0,3.0,3.0,2.0,8.0,1.0,2.0
183,Coffee ninja. Unable to type with boxing gloves on. Beer enthusiast. Evil problem solver. Professional bacon lover. Freelance travel fanatic.,6.0,8.0,4.0,4.0,8.0,6.999999999999999,2.0,7.0
184,Passionate twitter fanatic. Extreme alcohol evangelist. Freelance explorer. Total tv geek.,2.0,1.0,0.0,5.000000000000001,6.0,5.000000000000001,2.0,10.0
185,Wannabe bacon expert. Social media advocate. Subtly charming food scholar.,0.0,1.0,2.0,9.0,9.0,1.0,3.0,6.0
186,Hipster-friendly alcoholaholic. Bacon lover. Internet evangelist. Beer enthusiast. Explorer. Troublemaker.,5.000000000000001,9.0,6.0,2.0,4.0,1.0,1.0,0.0
187,Unapologetic explorer. Devoted music junkie. Beer fanatic. Wannabe internet lover. Friend of animals everywhere.,6.999999999999999,4.0,3.0,6.999999999999999,0.0,0.0,0.0,5.0
188,Typical reader. Tv advocate. Unapologetic twitter expert. Pop cultureaholic. Extreme beer practitioner.,5.000000000000001,8.0,2.0,1.0,8.0,6.999999999999999,4.0,0.0
189,Pop culture nerd. Bacon enthusiast. Incurable twitter fanatic. Music buff. Writer.,4.0,2.0,6.0,6.999999999999999,6.0,6.999999999999999,6.0,2.0
190,Creator. Evil thinker. Food enthusiast. Tv geek. Incurable web guru. Pop culture buff.,8.0,6.999999999999999,4.0,8.0,3.0,8.0,8.0,2.0
191,Analyst. Wannabe zombie fanatic. Reader. Music aficionado. Proud tv specialist.,4.0,1.0,5.000000000000001,0.0,6.0,9.0,8.0,5.0
192,Extreme web ninja. Passionate beer junkie. Proud zombie trailblazer. Wannabe troublemaker. Organizer. Foodaholic.,9.0,6.0,0.0,9.0,2.0,5.000000000000001,0.0,11.0
193,Unapologetic food maven. Evil bacon nerd. Devoted zombieaholic. Infuriatingly humble tv fan.,3.0,6.0,9.0,9.0,9.0,2.0,6.999999999999999,4.0
194,Reader. Communicator. Friendly web expert. Total twitter practitioner. Certified explorer. Thinker. Devoted writer.,5.000000000000001,0.0,3.0,4.0,0.0,6.999999999999999,2.0,0.0
195,Freelance writer. Evil alcohol fan. Certified introvert. Typical creator. Proud gamer. Thinker. Problem solver.,6.999999999999999,0.0,2.0,0.0,0.0,2.0,9.0,5.0
196,Travel scholar. Avid pop culture enthusiast. Falls down a lot. Unapologetic student. Communicator.,5.000000000000001,4.0,0.0,4.0,4.0,6.0,8.0,8.0
197,Pop culture evangelist. Organizer. Tv specialist. Professional webaholic. Coffee ninja.,4.0,4.0,8.0,1.0,2.0,8.0,0.0,2.0
198,Coffee ninja. Unable to type with boxing gloves on. Beer enthusiast. Evil problem solver. Professional bacon lover. Freelance travel fanatic.,3.0,1.0,0.0,2.0,9.0,4.0,1.0,7.0
199,Passionate twitter fanatic. Extreme alcohol evangelist. Freelance explorer. Total tv geek.,8.0,8.0,2.0,6.0,6.999999999999999,5.000000000000001,4.0,10.0
200,Wannabe bacon expert. Social media advocate. Subtly charming food scholar.,8.0,6.0,0.0,8.0,6.0,0.0,6.999999999999999,6.0
201,Hipster-friendly alcoholaholic. Bacon lover. Internet evangelist. Beer enthusiast. Explorer. Troublemaker.,5.000000000000001,2.0,8.0,4.0,6.999999999999999,5.000000000000001,2.0,0.0
202,Unapologetic explorer. Devoted music junkie. Beer fanatic. Wannabe internet lover. Friend of animals everywhere.,2.0,1.0,0.0,2.0,4.0,1.0,0.0,5.0
203,Typical reader. Tv advocate. Unapologetic twitter expert. Pop cultureaholic. Extreme beer practitioner.,9.0,4.0,4.0,0.0,2.0,4.0,0.0,0.0
204,Pop culture nerd. Bacon enthusiast. Incurable twitter fanatic. Music buff. Writer.,8.0,1.0,8.0,0.0,9.0,3.0,8.0,2.0
205,Creator. Evil thinker. Food enthusiast. Tv geek. Incurable web guru. Pop culture buff.,6.0,5.000000000000001,0.0,0.0,5.000000000000001,5.000000000000001,8.0,2.0
206,Analyst. Wannabe zombie fanatic. Reader. Music aficionado. Proud tv specialist.,4.0,9.0,0.0,0.0,3.0,5.000000000000001,6.999999999999999,5.0
207,Extreme web ninja. Passionate beer junkie. Proud zombie trailblazer. Wannabe troublemaker. Organizer. Foodaholic.,1.0,1.0,5.000000000000001,0.0,0.0,4.0,8.0,11.0
208,Unapologetic food maven. Evil bacon nerd. Devoted zombieaholic. Infuriatingly humble tv fan.,6.999999999999999,6.999999999999999,6.0,6.0,0.0,9.0,0.0,4.0
209,Reader. Communicator. Friendly web expert. Total twitter practitioner. Certified explorer. Thinker. Devoted writer.,4.0,6.0,6.999999999999999,0.0,0.0,9.0,4.0,0.0
210,Freelance writer. Evil alcohol fan. Certified introvert. Typical creator. Proud gamer. Thinker. Problem solver.,6.0,9.0,9.0,6.999999999999999,4.0,9.0,8.0,5.0
211,Travel scholar. Avid pop culture enthusiast. Falls down a lot. Unapologetic student. Communicator.,9.0,6.0,9.0,4.0,6.0,1.0,4.0,8.0
212,Pop culture evangelist. Organizer. Tv specialist. Professional webaholic. Coffee ninja.,0.0,9.0,0.0,4.0,4.0,3.0,2.0,2.0
213,Coffee ninja. Unable to type with boxing gloves on. Beer enthusiast. Evil problem solver. Professional bacon lover. Freelance travel fanatic.,8.0,5.000000000000001,3.0,2.0,3.0,9.0,6.999999999999999,7.0
214,Passionate twitter fanatic. Extreme alcohol evangelist. Freelance explorer. Total tv geek.,5.000000000000001,5.000000000000001,1.0,6.999999999999999,6.999999999999999,2.0,0.0,10.0
215,Wannabe bacon expert. Social media advocate. Subtly charming food scholar.,6.999999999999999,1.0,3.0,2.0,6.0,1.0,1.0,6.0
216,Hipster-friendly alcoholaholic. Bacon lover. Internet evangelist. Beer enthusiast. Explorer. Troublemaker.,2.0,2.0,6.999999999999999,3.0,2.0,0.0,1.0,0.0
217,Unapologetic explorer. Devoted music junkie. Beer fanatic. Wannabe internet lover. Friend of animals everywhere.,4.0,2.0,9.0,6.999999999999999,1.0,6.0,4.0,5.0
218,Typical reader. Tv advocate. Unapologetic twitter expert. Pop cultureaholic. Extreme beer practitioner.,2.0,4.0,1.0,6.999999999999999,5.000000000000001,0.0,6.0,0.0
219,Pop culture nerd. Bacon enthusiast. Incurable twitter fanatic. Music buff. Writer.,0.0,6.999999999999999,6.0,4.0,8.0,9.0,8.0,2.0
220,Creator. Evil thinker. Food enthusiast. Tv geek. Incurable web guru. Pop culture buff.,6.999999999999999,6.999999999999999,2.0,8.0,5.000000000000001,8.0,5.000000000000001,2.0
221,Analyst. Wannabe zombie fanatic. Reader. Music aficionado. Proud tv specialist.,6.0,5.000000000000001,9.0,8.0,1.0,2.0,4.0,5.0
222,Extreme web ninja. Passionate beer junkie. Proud zombie trailblazer. Wannabe troublemaker. Organizer. Foodaholic.,1.0,0.0,3.0,6.0,9.0,3.0,8.0,11.0
223,Unapologetic food maven. Evil bacon nerd. Devoted zombieaholic. Infuriatingly humble tv fan.,2.0,6.0,6.0,3.0,2.0,3.0,5.000000000000001,4.0
224,Reader. Communicator. Friendly web expert. Total twitter practitioner. Certified explorer. Thinker. Devoted writer.,9.0,8.0,6.0,4.0,6.999999999999999,3.0,3.0,0.0
225,Freelance writer. Evil alcohol fan. Certified introvert. Typical creator. Proud gamer. Thinker. Problem solver.,1.0,5.000000000000001,9.0,6.999999999999999,2.0,6.999999999999999,3.0,5.0
226,Travel scholar. Avid pop culture enthusiast. Falls down a lot. Unapologetic student. Communicator.,6.999999999999999,6.0,9.0,6.0,6.0,6.999999999999999,8.0,8.0
227,Pop culture evangelist. Organizer. Tv specialist. Professional webaholic. Coffee ninja.,6.999999999999999,0.0,6.999999999999999,9.0,6.0,4.0,1.0,2.0
228,Coffee ninja. Unable to type with boxing gloves on. Beer enthusiast. Evil problem solver. Professional bacon lover. Freelance travel fanatic.,6.999999999999999,0.0,6.0,5.000000000000001,9.0,1.0,6.0,7.0
229,Passionate twitter fanatic. Extreme alcohol evangelist. Freelance explorer. Total tv geek.,5.000000000000001,6.0,3.0,9.0,3.0,6.999999999999999,9.0,10.0
230,Wannabe bacon expert. Social media advocate. Subtly charming food scholar.,1.0,0.0,9.0,9.0,8.0,6.0,4.0,6.0
231,Hipster-friendly alcoholaholic. Bacon lover. Internet evangelist. Beer enthusiast. Explorer. Troublemaker.,6.0,2.0,9.0,3.0,0.0,8.0,0.0,0.0
232,Unapologetic explorer. Devoted music junkie. Beer fanatic. Wannabe internet lover. Friend of animals everywhere.,9.0,6.0,5.000000000000001,4.0,6.999999999999999,0.0,2.0,5.0
233,Typical reader. Tv advocate. Unapologetic twitter expert. Pop cultureaholic. Extreme beer practitioner.,6.0,6.999999999999999,6.999999999999999,9.0,6.999999999999999,5.000000000000001,1.0,0.0
234,Pop culture nerd. Bacon enthusiast. Incurable twitter fanatic. Music buff. Writer.,2.0,6.999999999999999,6.0,1.0,0.0,8.0,9.0,2.0
235,Creator. Evil thinker. Food enthusiast. Tv geek. Incurable web guru. Pop culture buff.,4.0,6.0,2.0,4.0,3.0,6.999999999999999,8.0,2.0
236,Analyst. Wannabe zombie fanatic. Reader. Music aficionado. Proud tv specialist.,8.0,3.0,2.0,8.0,6.0,6.0,9.0,5.0
237,Extreme web ninja. Passionate beer junkie. Proud zombie trailblazer. Wannabe troublemaker. Organizer. Foodaholic.,6.999999999999999,6.0,9.0,1.0,0.0,2.0,8.0,11.0
238,Unapologetic food maven. Evil bacon nerd. Devoted zombieaholic. Infuriatingly humble tv fan.,9.0,2.0,8.0,3.0,6.0,5.000000000000001,6.999999999999999,4.0
239,Reader. Communicator. Friendly web expert. Total twitter practitioner. Certified explorer. Thinker. Devoted writer.,6.999999999999999,2.0,6.999999999999999,3.0,2.0,8.0,6.0,0.0
240,Freelance writer. Evil alcohol fan. Certified introvert. Typical creator. Proud gamer. Thinker. Problem solver.,5.000000000000001,2.0,1.0,9.0,0.0,6.999999999999999,4.0,5.0
241,Travel scholar. Avid pop culture enthusiast. Falls down a lot. Unapologetic student. Communicator.,6.999999999999999,6.0,8.0,0.0,9.0,1.0,1.0,8.0
242,Pop culture evangelist. Organizer. Tv specialist. Professional webaholic. Coffee ninja.,6.999999999999999,6.999999999999999,0.0,9.0,5.000000000000001,0.0,5.000000000000001,2.0
243,Coffee ninja. Unable to type with boxing gloves on. Beer enthusiast. Evil problem solver. Professional bacon lover. Freelance travel fanatic.,2.0,8.0,9.0,3.0,5.000000000000001,4.0,4.0,7.0
244,Passionate twitter fanatic. Extreme alcohol evangelist. Freelance explorer. Total tv geek.,4.0,6.0,4.0,3.0,9.0,9.0,9.0,10.0
245,Wannabe bacon expert. Social media advocate. Subtly charming food scholar.,8.0,2.0,0.0,3.0,9.0,2.0,1.0,6.0
246,Hipster-friendly alcoholaholic. Bacon lover. Internet evangelist. Beer enthusiast. Explorer. Troublemaker.,8.0,1.0,9.0,6.0,4.0,4.0,2.0,0.0
247,Unapologetic explorer. Devoted music junkie. Beer fanatic. Wannabe internet lover. Friend of animals everywhere.,5.000000000000001,3.0,8.0,9.0,4.0,4.0,1.0,5.0
248,Typical reader. Tv advocate. Unapologetic twitter expert. Pop cultureaholic. Extreme beer practitioner.,9.0,0.0,8.0,9.0,0.0,2.0,2.0,0.0
249,Pop culture nerd. Bacon enthusiast. Incurable twitter fanatic. Music buff. Writer.,5.000000000000001,1.0,6.999999999999999,2.0,8.0,8.0,4.0,2.0
250,Creator. Evil thinker. Food enthusiast. Tv geek. Incurable web guru. Pop culture buff.,6.0,2.0,9.0,3.0,8.0,3.0,1.0,2.0
251,Analyst. Wannabe zombie fanatic. Reader. Music aficionado. Proud tv specialist.,1.0,2.0,1.0,2.0,2.0,2.0,6.999999999999999,5.0
252,Extreme web ninja. Passionate beer junkie. Proud zombie trailblazer. Wannabe troublemaker. Organizer. Foodaholic.,9.0,3.0,5.000000000000001,3.0,3.0,6.0,4.0,11.0
253,Unapologetic food maven. Evil bacon nerd. Devoted zombieaholic. Infuriatingly humble tv fan.,0.0,4.0,9.0,0.0,6.999999999999999,0.0,6.999999999999999,4.0
254,Reader. Communicator. Friendly web expert. Total twitter practitioner. Certified explorer. Thinker. Devoted writer.,0.0,5.000000000000001,8.0,8.0,8.0,6.999999999999999,6.999999999999999,0.0
255,Freelance writer. Evil alcohol fan. Certified introvert. Typical creator. Proud gamer. Thinker. Problem solver.,0.0,3.0,4.0,1.0,6.0,2.0,2.0,5.0
256,Travel scholar. Avid pop culture enthusiast. Falls down a lot. Unapologetic student. Communicator.,5.000000000000001,4.0,8.0,3.0,8.0,8.0,4.0,8.0
257,Pop culture evangelist. Organizer. Tv specialist. Professional webaholic. Coffee ninja.,3.0,8.0,6.999999999999999,5.000000000000001,9.0,0.0,9.0,2.0
258,Coffee ninja. Unable to type with boxing gloves on. Beer enthusiast. Evil problem solver. Professional bacon lover. Freelance travel fanatic.,3.0,0.0,6.999999999999999,8.0,4.0,0.0,1.0,7.0
259,Passionate twitter fanatic. Extreme alcohol evangelist. Freelance explorer. Total tv geek.,5.000000000000001,1.0,0.0,6.999999999999999,2.0,6.999999999999999,8.0,10.0
260,Wannabe bacon expert. Social media advocate. Subtly charming food scholar.,6.999999999999999,4.0,4.0,2.0,9.0,8.0,4.0,6.0
261,Hipster-friendly alcoholaholic. Bacon lover. Internet evangelist. Beer enthusiast. Explorer. Troublemaker.,8.0,9.0,4.0,3.0,6.999999999999999,0.0,3.0,0.0
262,Unapologetic explorer. Devoted music junkie. Beer fanatic. Wannabe internet lover. Friend of animals everywhere.,6.999999999999999,2.0,0.0,0.0,5.000000000000001,0.0,6.0,5.0
263,Typical reader. Tv advocate. Unapologetic twitter expert. Pop cultureaholic. Extreme beer practitioner.,3.0,4.0,1.0,4.0,1.0,9.0,3.0,0.0
264,Pop culture nerd. Bacon enthusiast. Incurable twitter fanatic. Music buff. Writer.,8.0,5.000000000000001,4.0,6.0,3.0,6.0,2.0,2.0
265,Creator. Evil thinker. Food enthusiast. Tv geek. Incurable web guru. Pop culture buff.,1.0,6.999999999999999,4.0,6.0,4.0,2.0,9.0,2.0
266,Analyst. Wannabe zombie fanatic. Reader. Music aficionado. Proud tv specialist.,2.0,6.0,6.0,1.0,5.000000000000001,1.0,1.0,5.0
267,Extreme web ninja. Passionate beer junkie. Proud zombie trailblazer. Wannabe troublemaker. Organizer. Foodaholic.,4.0,0.0,3.0,0.0,0.0,1.0,3.0,11.0
268,Unapologetic food maven. Evil bacon nerd. Devoted zombieaholic. Infuriatingly humble tv fan.,3.0,4.0,4.0,1.0,8.0,9.0,9.0,4.0
269,Reader. Communicator. Friendly web expert. Total twitter practitioner. Certified explorer. Thinker. Devoted writer.,3.0,3.0,3.0,6.999999999999999,2.0,4.0,9.0,0.0
270,Freelance writer. Evil alcohol fan. Certified introvert. Typical creator. Proud gamer. Thinker. Problem solver.,6.0,5.000000000000001,0.0,9.0,6.0,8.0,1.0,5.0
271,Travel scholar. Avid pop culture enthusiast. Falls down a lot. Unapologetic student. Communicator.,4.0,3.0,1.0,9.0,8.0,0.0,2.0,8.0
272,Pop culture evangelist. Organizer. Tv specialist. Professional webaholic. Coffee ninja.,0.0,6.0,4.0,4.0,8.0,5.000000000000001,4.0,2.0
273,Coffee ninja. Unable to type with boxing gloves on. Beer enthusiast. Evil problem solver. Professional bacon lover. Freelance travel fanatic.,6.999999999999999,6.999999999999999,2.0,1.0,6.999999999999999,4.0,6.0,7.0
274,Passionate twitter fanatic. Extreme alcohol evangelist. Freelance explorer. Total tv geek.,9.0,2.0,2.0,9.0,0.0,9.0,9.0,10.0
275,Wannabe bacon expert. Social media advocate. Subtly charming food scholar.,0.0,8.0,2.0,5.000000000000001,8.0,3.0,2.0,6.0
276,Hipster-friendly alcoholaholic. Bacon lover. Internet evangelist. Beer enthusiast. Explorer. Troublemaker.,4.0,3.0,0.0,1.0,2.0,4.0,6.0,0.0
277,Unapologetic explorer. Devoted music junkie. Beer fanatic. Wannabe internet lover. Friend of animals everywhere.,0.0,3.0,0.0,3.0,6.0,8.0,5.000000000000001,5.0
278,Typical reader. Tv advocate. Unapologetic twitter expert. Pop cultureaholic. Extreme beer practitioner.,9.0,3.0,5.000000000000001,5.000000000000001,6.999999999999999,6.999999999999999,9.0,0.0
279,Pop culture nerd. Bacon enthusiast. Incurable twitter fanatic. Music buff. Writer.,6.0,0.0,9.0,4.0,9.0,9.0,9.0,2.0
280,Creator. Evil thinker. Food enthusiast. Tv geek. Incurable web guru. Pop culture buff.,4.0,2.0,1.0,8.0,5.000000000000001,5.000000000000001,4.0,2.0
281,Analyst. Wannabe zombie fanatic. Reader. Music aficionado. Proud tv specialist.,5.000000000000001,1.0,2.0,3.0,2.0,8.0,6.999999999999999,5.0
282,Extreme web ninja. Passionate beer junkie. Proud zombie trailblazer. Wannabe troublemaker. Organizer. Foodaholic.,3.0,6.999999999999999,4.0,8.0,5.000000000000001,8.0,1.0,11.0
283,Unapologetic food maven. Evil bacon nerd. Devoted zombieaholic. Infuriatingly humble tv fan.,6.999999999999999,6.0,3.0,4.0,6.999999999999999,0.0,3.0,4.0
284,Reader. Communicator. Friendly web expert. Total twitter practitioner. Certified explorer. Thinker. Devoted writer.,3.0,9.0,8.0,3.0,1.0,4.0,3.0,0.0
285,Freelance writer. Evil alcohol fan. Certified introvert. Typical creator. Proud gamer. Thinker. Problem solver.,2.0,0.0,8.0,6.0,2.0,9.0,2.0,5.0
286,Travel scholar. Avid pop culture enthusiast. Falls down a lot. Unapologetic student. Communicator.,4.0,3.0,8.0,8.0,6.0,6.999999999999999,4.0,8.0
287,Pop culture evangelist. Organizer. Tv specialist. Professional webaholic. Coffee ninja.,5.000000000000001,2.0,2.0,6.999999999999999,4.0,6.0,8.0,2.0
288,Coffee ninja. Unable to type with boxing gloves on. Beer enthusiast. Evil problem solver. Professional bacon lover. Freelance travel fanatic.,6.999999999999999,9.0,6.999999999999999,8.0,5.000000000000001,9.0,8.0,7.0
289,Passionate twitter fanatic. Extreme alcohol evangelist. Freelance explorer. Total tv geek.,1.0,1.0,6.999999999999999,9.0,6.999999999999999,8.0,9.0,10.0
